subject,group,congruency,result,rt,trial
6,test,incongruent,correct,1.663,59
6,test,congruent,correct,1.099,60
6,test,incongruent,correct,1.357,60
6,test,congruent,correct,0.749,61
6,test,congruent,correct,0.751,62
6,test,incongruent,correct,1.146,61
6,test,incongruent,correct,1.603,62
6,test,congruent,correct,0.882,63
6,test,incongruent,correct,1.653,63
6,test,congruent,correct,0.866,64
6,test,incongruent,correct,1.516,64
6,test,incongruent,correct,1.851,65
6,test,incongruent,correct,1.301,66
6,test,congruent,correct,1.476,65
6,test,congruent,correct,1.711,66
6,test,incongruent,timeout,0,67
6,test,incongruent,timeout,0,68
6,test,congruent,correct,0.901,67
6,test,congruent,correct,0.767,68
6,test,incongruent,correct,1.198,69
6,test,congruent,correct,0.812,69
6,test,incongruent,correct,0.996,70
6,test,congruent,correct,0.922,70
6,test,incongruent,correct,1.424,71
6,test,congruent,correct,0.66,71
6,test,incongruent,correct,1.38,72
6,test,congruent,correct,1.029,72
6,test,incongruent,correct,1.087,73
6,test,congruent,correct,0.705,73
6,test,incongruent,correct,1.196,74
6,test,congruent,correct,0.956,74
6,test,incongruent,correct,1.355,75
6,test,incongruent,correct,0.843,76
6,test,congruent,correct,0.708,75
6,test,congruent,correct,0.663,76
6,test,incongruent,correct,1.165,77
6,test,congruent,correct,0.721,77
6,test,incongruent,correct,0.91,78
6,test,congruent,correct,0.865,78
6,test,congruent,correct,0.755,79
6,test,incongruent,correct,1.072,79
6,test,incongruent,correct,1.361,80
6,test,congruent,correct,0.602,80
6,test,incongruent,correct,0.657,81
6,test,congruent,correct,0.742,81
6,test,congruent,correct,0.692,82
6,test,incongruent,correct,0.86,82
6,test,incongruent,correct,0.897,83
6,test,congruent,correct,0.674,83
6,test,congruent,correct,0.752,84
6,test,incongruent,correct,1.187,84
6,test,congruent,correct,0.741,85
6,test,congruent,correct,0.593,86
6,test,incongruent,correct,0.953,85
6,test,incongruent,correct,0.941,86
6,test,incongruent,correct,0.737,87
6,test,congruent,correct,0.696,87
6,test,incongruent,correct,0.609,88
6,test,congruent,correct,0.688,88
6,test,congruent,correct,0.53,89
6,test,incongruent,correct,0.858,89
6,test,incongruent,correct,0.837,90
6,test,congruent,correct,0.755,90
6,test,congruent,correct,0.67,91
6,test,congruent,correct,0.598,92
6,test,incongruent,correct,0.872,91
6,test,incongruent,correct,0.815,92
6,test,incongruent,correct,0.647,93
6,test,congruent,correct,0.675,93
6,test,incongruent,correct,0.658,94
6,test,congruent,correct,0.544,94
6,test,congruent,correct,0.62,95
6,test,incongruent,correct,0.831,95
6,test,congruent,correct,0.633,96
6,test,incongruent,correct,0.949,96
20,test,incongruent,correct,1.334,1
20,test,incongruent,correct,1.418,2
20,test,congruent,correct,0.82,1
20,test,congruent,correct,0.747,2
20,test,incongruent,correct,0.894,3
20,test,congruent,correct,0.57,3
20,test,congruent,correct,0.558,4
20,test,incongruent,correct,1.11,4
20,test,congruent,correct,0.661,5
20,test,incongruent,correct,1,5
20,test,incongruent,correct,0.804,6
20,test,congruent,correct,0.632,6
20,test,incongruent,correct,0.86,7
20,test,incongruent,correct,1.054,8
20,test,congruent,correct,0.584,7
20,test,congruent,correct,0.622,8
20,test,incongruent,correct,0.66,9
20,test,incongruent,correct,0.674,10
20,test,congruent,correct,0.72,9
20,test,congruent,correct,0.483,10
20,test,congruent,correct,0.474,11
20,test,incongruent,correct,0.909,11
20,test,congruent,correct,0.527,12
20,test,incongruent,correct,0.739,12
20,test,congruent,correct,0.581,13
20,test,incongruent,correct,0.929,13
20,test,congruent,correct,0.64,14
20,test,incongruent,correct,1.085,14
20,test,congruent,correct,0.604,15
20,test,incongruent,correct,0.9,15
20,test,congruent,correct,0.686,16
20,test,incongruent,correct,0.802,16
20,test,congruent,correct,0.584,17
20,test,incongruent,correct,0.677,17
20,test,incongruent,correct,0.828,18
20,test,congruent,correct,0.521,18
20,test,incongruent,correct,0.66,19
20,test,congruent,correct,0.486,19
20,test,incongruent,correct,0.63,20
20,test,congruent,correct,0.526,20
20,test,congruent,correct,0.518,21
20,test,congruent,correct,0.488,22
20,test,incongruent,correct,0.827,21
20,test,incongruent,correct,0.788,22
20,test,congruent,correct,0.552,23
20,test,incongruent,correct,0.717,23
20,test,incongruent,correct,0.602,24
20,test,congruent,correct,0.458,24
20,test,congruent,correct,0.543,25
20,test,incongruent,correct,0.826,25
20,test,incongruent,correct,0.651,26
20,test,congruent,correct,0.523,26
20,test,incongruent,correct,0.561,27
20,test,congruent,correct,0.558,27
20,test,incongruent,correct,0.935,28
20,test,congruent,correct,0.444,28
20,test,incongruent,correct,0.65,29
20,test,congruent,correct,0.746,29
20,test,incongruent,correct,0.943,30
20,test,congruent,correct,0.553,30
20,test,incongruent,correct,0.931,31
20,test,incongruent,correct,0.663,32
20,test,congruent,correct,0.421,31
20,test,congruent,correct,0.417,32
20,test,incongruent,correct,0.648,33
20,test,incongruent,correct,0.751,34
20,test,congruent,correct,0.446,33
20,test,congruent,correct,0.417,34
20,test,incongruent,correct,0.68,35
20,test,congruent,correct,0.555,35
20,test,incongruent,correct,0.583,36
20,test,congruent,correct,0.482,36
20,test,incongruent,correct,0.831,37
20,test,congruent,correct,0.612,37
20,test,incongruent,correct,0.912,38
20,test,congruent,correct,0.582,38
20,test,congruent,correct,0.489,39
20,test,congruent,correct,0.452,40
20,test,incongruent,correct,0.681,39
20,test,incongruent,correct,0.617,40
20,test,incongruent,correct,0.643,41
20,test,congruent,correct,0.779,41
20,test,incongruent,correct,0.653,42
20,test,congruent,correct,0.53,42
20,test,incongruent,correct,0.534,43
20,test,incongruent,correct,0.618,44
20,test,congruent,correct,0.478,43
20,test,congruent,correct,0.438,44
20,test,congruent,correct,0.518,45
20,test,congruent,correct,0.434,46
20,test,incongruent,correct,0.763,45
20,test,incongruent,correct,0.81,46
20,test,congruent,correct,0.498,47
20,test,incongruent,correct,0.772,47
20,test,incongruent,correct,0.554,48
20,test,congruent,correct,0.545,48
40,control,congruent,correct,0.872,49
40,control,congruent,correct,0.559,50
40,control,incongruent,correct,0.713,49
40,control,incongruent,incorrect,0.915,50
40,control,incongruent,correct,0.865,51
40,control,incongruent,correct,0.561,52
40,control,congruent,correct,0.538,51
40,control,congruent,correct,0.481,52
40,control,congruent,correct,0.573,53
40,control,congruent,correct,0.543,54
40,control,incongruent,correct,0.668,53
40,control,incongruent,correct,0.576,54
40,control,incongruent,correct,0.541,55
40,control,congruent,correct,0.504,55
40,control,incongruent,correct,0.593,56
40,control,congruent,correct,0.643,56
40,control,congruent,correct,0.518,57
40,control,incongruent,correct,1.03,57
40,control,congruent,correct,0.521,58
40,control,incongruent,correct,0.603,58
40,control,congruent,correct,0.596,59
40,control,incongruent,correct,0.592,59
40,control,congruent,correct,0.48,60
40,control,incongruent,correct,0.607,60
40,control,incongruent,correct,0.782,61
40,control,incongruent,correct,0.569,62
40,control,congruent,correct,0.55,61
40,control,congruent,correct,0.45,62
40,control,incongruent,correct,0.56,63
40,control,incongruent,correct,0.49,64
40,control,congruent,correct,0.502,63
40,control,congruent,correct,0.555,64
40,control,congruent,correct,0.531,65
40,control,congruent,correct,0.46,66
40,control,incongruent,correct,1.03,65
40,control,incongruent,correct,0.62,66
40,control,incongruent,correct,0.602,67
40,control,congruent,correct,0.561,67
40,control,incongruent,correct,0.603,68
40,control,congruent,correct,0.589,68
40,control,incongruent,incorrect,0.431,69
40,control,congruent,correct,0.585,69
40,control,incongruent,correct,0.959,70
40,control,congruent,correct,0.528,70
40,control,congruent,correct,0.506,71
40,control,incongruent,correct,0.552,71
40,control,congruent,correct,0.604,72
40,control,incongruent,correct,0.507,72
40,control,congruent,correct,0.586,73
40,control,congruent,correct,0.435,74
40,control,incongruent,correct,0.844,73
40,control,incongruent,correct,0.607,74
40,control,incongruent,incorrect,0.888,75
40,control,congruent,correct,0.884,75
40,control,congruent,correct,0.62,76
40,control,incongruent,correct,0.619,76
40,control,incongruent,correct,0.706,77
40,control,incongruent,correct,0.86,78
40,control,congruent,correct,0.498,77
40,control,congruent,correct,0.52,78
40,control,congruent,correct,0.625,79
40,control,congruent,correct,0.555,80
40,control,incongruent,correct,0.772,79
40,control,incongruent,correct,1.009,80
40,control,congruent,correct,0.573,81
40,control,incongruent,correct,0.649,81
40,control,incongruent,correct,0.595,82
40,control,congruent,correct,0.53,82
40,control,congruent,correct,0.95,83
40,control,incongruent,correct,0.625,83
40,control,congruent,correct,0.565,84
40,control,incongruent,correct,0.992,84
40,control,congruent,correct,0.582,85
40,control,congruent,correct,0.5,86
40,control,incongruent,correct,0.67,85
40,control,incongruent,correct,0.582,86
40,control,congruent,correct,0.509,87
40,control,incongruent,correct,0.693,87
40,control,incongruent,correct,1.015,88
40,control,congruent,correct,0.494,88
40,control,congruent,correct,0.515,89
40,control,incongruent,correct,0.639,89
40,control,congruent,correct,0.618,90
40,control,incongruent,correct,0.835,90
40,control,congruent,correct,0.645,91
40,control,congruent,correct,0.618,92
40,control,incongruent,correct,0.962,91
40,control,incongruent,correct,0.938,92
40,control,congruent,correct,0.613,93
40,control,congruent,correct,0.549,94
40,control,incongruent,correct,0.66,93
40,control,incongruent,correct,0.845,94
40,control,congruent,correct,0.736,95
40,control,congruent,correct,0.677,96
40,control,incongruent,correct,0.921,95
40,control,incongruent,correct,0.62,96
41,control,incongruent,correct,0.837,49
41,control,congruent,correct,0.536,49
41,control,incongruent,correct,0.766,50
41,control,congruent,correct,0.425,50
41,control,congruent,correct,0.487,51
41,control,incongruent,correct,0.636,51
41,control,incongruent,correct,0.523,52
41,control,congruent,correct,0.537,52
41,control,incongruent,correct,0.514,53
41,control,congruent,correct,0.442,53
41,control,congruent,correct,0.553,54
41,control,incongruent,correct,0.662,54
41,control,incongruent,correct,0.598,55
41,control,congruent,correct,0.485,55
41,control,congruent,correct,0.384,56
41,control,incongruent,correct,0.866,56
41,control,incongruent,correct,0.594,57
41,control,incongruent,correct,0.579,58
41,control,congruent,correct,0.46,57
41,control,congruent,correct,0.444,58
41,control,congruent,correct,0.408,59
41,control,congruent,correct,0.393,60
41,control,incongruent,correct,0.628,59
41,control,incongruent,correct,0.621,60
41,control,congruent,correct,0.492,61
41,control,incongruent,correct,0.629,61
41,control,incongruent,correct,0.564,62
41,control,congruent,correct,0.581,62
41,control,incongruent,correct,0.662,63
41,control,incongruent,correct,0.59,64
41,control,congruent,correct,0.468,63
41,control,congruent,correct,0.564,64
41,control,congruent,correct,0.36,65
41,control,incongruent,correct,0.604,65
41,control,congruent,correct,0.426,66
41,control,incongruent,correct,0.715,66
41,control,congruent,correct,0.489,67
41,control,incongruent,correct,0.529,67
41,control,congruent,correct,0.434,68
41,control,incongruent,correct,0.813,68
41,control,incongruent,correct,0.637,69
41,control,incongruent,correct,0.55,70
41,control,congruent,correct,0.462,69
41,control,congruent,correct,0.476,70
41,control,incongruent,correct,0.588,71
41,control,congruent,correct,0.686,71
41,control,incongruent,correct,0.562,72
41,control,congruent,correct,0.463,72
41,control,incongruent,correct,0.657,73
41,control,incongruent,correct,0.624,74
41,control,congruent,correct,0.525,73
41,control,congruent,correct,0.453,74
41,control,congruent,correct,0.416,75
41,control,incongruent,correct,0.508,75
41,control,incongruent,correct,0.637,76
41,control,congruent,correct,0.434,76
41,control,congruent,correct,0.485,77
41,control,incongruent,correct,0.494,77
41,control,incongruent,correct,0.677,78
41,control,congruent,correct,0.46,78
41,control,congruent,correct,0.386,79
41,control,incongruent,correct,0.551,79
41,control,incongruent,correct,0.615,80
41,control,congruent,correct,0.474,80
41,control,congruent,correct,0.396,81
41,control,congruent,correct,0.424,82
41,control,incongruent,correct,0.711,81
41,control,incongruent,correct,0.699,82
41,control,incongruent,correct,0.638,83
41,control,congruent,correct,0.543,83
41,control,congruent,correct,0.527,84
41,control,incongruent,correct,0.881,84
41,control,congruent,correct,0.493,85
41,control,incongruent,correct,0.698,85
41,control,congruent,correct,0.456,86
41,control,incongruent,correct,0.584,86
41,control,congruent,correct,0.527,87
41,control,congruent,correct,0.38,88
41,control,incongruent,correct,0.533,87
41,control,incongruent,correct,0.73,88
41,control,congruent,correct,0.638,89
41,control,congruent,correct,0.483,90
41,control,incongruent,correct,0.7,89
41,control,incongruent,correct,0.734,90
41,control,congruent,correct,0.478,91
41,control,incongruent,incorrect,0.436,91
41,control,incongruent,correct,0.736,92
41,control,congruent,correct,0.531,92
41,control,congruent,correct,0.425,93
41,control,incongruent,correct,1.219,93
41,control,incongruent,correct,1.019,94
41,control,congruent,correct,0.452,94
41,control,congruent,correct,0.485,95
41,control,incongruent,correct,0.741,95
41,control,incongruent,correct,0.539,96
41,control,congruent,correct,0.418,96
28,control,incongruent,correct,0.653,49
28,control,congruent,correct,0.507,49
28,control,congruent,correct,0.43,50
28,control,incongruent,correct,0.642,50
28,control,incongruent,correct,0.652,51
28,control,congruent,correct,0.511,51
28,control,congruent,correct,0.529,52
28,control,incongruent,correct,0.703,52
28,control,congruent,correct,0.769,53
28,control,congruent,correct,0.588,54
28,control,incongruent,correct,0.616,53
28,control,incongruent,correct,0.592,54
28,control,incongruent,correct,0.665,55
28,control,congruent,correct,0.871,55
28,control,incongruent,correct,0.715,56
28,control,congruent,correct,0.496,56
28,control,incongruent,incorrect,0.509,57
28,control,congruent,correct,0.578,57
28,control,congruent,correct,0.652,58
28,control,incongruent,correct,0.667,58
28,control,congruent,correct,0.61,59
28,control,incongruent,correct,0.664,59
28,control,congruent,correct,0.583,60
28,control,incongruent,correct,0.635,60
28,control,incongruent,correct,0.715,61
28,control,congruent,correct,0.508,61
28,control,incongruent,correct,0.582,62
28,control,congruent,correct,0.572,62
28,control,incongruent,correct,0.694,63
28,control,congruent,correct,0.742,63
28,control,congruent,correct,0.554,64
28,control,incongruent,correct,0.671,64
28,control,incongruent,correct,0.614,65
28,control,incongruent,correct,0.712,66
28,control,congruent,correct,0.53,65
28,control,congruent,correct,0.551,66
28,control,incongruent,correct,0.695,67
28,control,congruent,correct,0.551,67
28,control,incongruent,correct,0.601,68
28,control,congruent,correct,0.584,68
28,control,incongruent,correct,0.891,69
28,control,incongruent,correct,0.613,70
28,control,congruent,correct,0.677,69
28,control,congruent,correct,0.732,70
28,control,congruent,correct,0.593,71
28,control,incongruent,correct,0.606,71
28,control,incongruent,correct,0.477,72
28,control,congruent,correct,0.371,72
28,control,incongruent,correct,0.693,73
28,control,incongruent,correct,0.635,74
28,control,congruent,correct,0.579,73
28,control,congruent,correct,0.492,74
28,control,congruent,correct,0.337,75
28,control,incongruent,correct,0.624,75
28,control,incongruent,correct,0.6,76
28,control,congruent,correct,0.545,76
28,control,incongruent,correct,0.559,77
28,control,congruent,correct,0.572,77
